log_id,user_id,action_type,action_detail,page_url,ip_address,log_timestamp,session_id,user_agent,geo_location,is_flagged,log_type
114,1,LoginFail,seeded LoginFail action,/api/auth/login,10.20.123.87,2025-10-17 09:36:16,seed_1_2_9687_0001,SeedAgent/1.0,NULL,0,ui_event
115,1,Click,seeded Click action,/dashboard,10.20.209.77,2025-10-17 08:21:18,seed_1_2_9687_0002,SeedAgent/1.0,NULL,0,ui_event
116,1,View,seeded View action,/inventory,10.20.239.239,2025-10-17 23:52:35,seed_1_2_9687_0003,SeedAgent/1.0,NULL,0,ui_event
117,1,Login,seeded Login action,/api/auth/login,10.20.37.163,2025-10-17 00:51:22,seed_1_2_9687_0004,SeedAgent/1.0,NULL,0,ui_event
118,1,View,seeded View action,/inventory,10.20.107.65,2025-10-17 15:41:16,seed_1_2_9687_0005,SeedAgent/1.0,NULL,0,ui_event
119,1,Login,seeded Login action,/api/auth/login,10.20.121.137,2025-10-17 07:37:32,seed_1_2_9687_0006,SeedAgent/1.0,NULL,0,ui_event
120,1,Click,seeded Click action,/dashboard,10.20.31.131,2025-10-17 00:53:53,seed_1_2_9687_0007,SeedAgent/1.0,NULL,0,ui_event
121,1,Click,seeded Click action,/dashboard,10.20.108.229,2025-10-17 02:24:05,seed_1_2_9687_0008,SeedAgent/1.0,NULL,0,ui_event
122,1,Navigate,seeded Navigate action,/dashboard,10.20.38.221,2025-10-17 07:00:00,seed_1_2_9687_0009,SeedAgent/1.0,NULL,0,ui_event
123,1,LoginFail,seeded LoginFail action,/api/auth/login,10.20.63.120,2025-10-17 22:30:47,seed_1_2_9687_0010,SeedAgent/1.0,NULL,0,ui_event
124,1,Export,seeded Export action,/export/inventory,10.20.105.199,2025-10-17 02:59:01,seed_1_2_9687_0011,SeedAgent/1.0,NULL,0,ui_event
125,1,Edit,seeded Edit action,/inventory,10.20.196.25,2025-10-17 15:53:34,seed_1_2_9687_0012,SeedAgent/1.0,NULL,0,ui_event
126,1,Login,seeded Login action,/api/auth/login,10.20.24.72,2025-10-17 01:35:38,seed_1_2_9687_0013,SeedAgent/1.0,NULL,0,ui_event
127,1,Click,seeded Click action,/dashboard,10.20.21.2,2025-10-17 03:26:58,seed_1_2_9687_0014,SeedAgent/1.0,NULL,0,ui_event
128,1,Export,seeded Export action,/export/inventory,10.20.55.94,2025-10-17 22:05:51,seed_1_2_9687_0015,SeedAgent/1.0,NULL,0,ui_event
129,1,Click,seeded Click action,/dashboard,10.20.8.161,2025-10-17 04:02:44,seed_1_2_9687_0016,SeedAgent/1.0,NULL,0,ui_event
130,1,Click,seeded Click action,/dashboard,10.20.107.124,2025-10-17 05:45:37,seed_1_2_9687_0017,SeedAgent/1.0,NULL,0,ui_event
131,1,Click,seeded Click action,/dashboard,10.20.151.30,2025-10-17 16:08:59,seed_1_2_9687_0018,SeedAgent/1.0,NULL,0,ui_event
132,1,Export,seeded Export action,/export/inventory,10.20.141.204,2025-10-17 08:50:29,seed_1_2_9687_0019,SeedAgent/1.0,NULL,0,ui_event
133,1,Edit,seeded Edit action,/inventory,10.20.68.185,2025-10-16 13:12:10,seed_1_3_8530_0000,SeedAgent/1.0,NULL,0,ui_event
134,1,Login,seeded Login action,/api/auth/login,10.20.184.130,2025-10-16 18:19:57,seed_1_3_8530_0001,SeedAgent/1.0,NULL,0,ui_event
135,1,Navigate,seeded Navigate action,/dashboard,10.20.233.129,2025-10-16 10:38:43,seed_1_3_8530_0002,SeedAgent/1.0,NULL,0,ui_event
136,1,Export,seeded Export action,/export/inventory,10.20.1.56,2025-10-16 06:26:01,seed_1_3_8530_0003,SeedAgent/1.0,NULL,0,ui_event
137,1,LoginFail,seeded LoginFail action,/api/auth/login,10.20.162.75,2025-10-16 00:31:22,seed_1_3_8530_0004,SeedAgent/1.0,NULL,0,ui_event
138,1,Navigate,seeded Navigate action,/dashboard,10.20.42.146,2025-10-16 18:13:36,seed_1_3_8530_0005,SeedAgent/1.0,NULL,0,ui_event
139,1,Navigate,seeded Navigate action,/dashboard,10.20.23.74,2025-10-16 17:24:55,seed_1_3_8530_0006,SeedAgent/1.0,NULL,0,ui_event
140,1,Click,seeded Click action,/dashboard,10.20.28.108,2025-10-16 09:09:46,seed_1_3_8530_0007,SeedAgent/1.0,NULL,0,ui_event
141,1,View,seeded View action,/inventory,10.20.36.55,2025-10-16 04:10:43,seed_1_3_8530_0008,SeedAgent/1.0,NULL,0,ui_event
142,1,Export,seeded Export action,/export/inventory,10.20.215.23,2025-10-16 19:09:24,seed_1_3_8530_0009,SeedAgent/1.0,NULL,0,ui_event
143,1,Export,seeded Export action,/export/inventory,10.20.2.3,2025-10-16 16:17:32,seed_1_3_8530_0010,SeedAgent/1.0,NULL,0,ui_event
144,1,Login,seeded Login action,/api/auth/login,10.20.194.116,2025-10-16 04:35:04,seed_1_3_8530_0011,SeedAgent/1.0,NULL,0,ui_event
145,1,View,seeded View action,/inventory,10.20.160.180,2025-10-16 12:47:57,seed_1_3_8530_0012,SeedAgent/1.0,NULL,0,ui_event
146,1,Export,seeded Export action,/export/inventory,10.20.8.195,2025-10-16 10:49:09,seed_1_3_8530_0013,SeedAgent/1.0,NULL,0,ui_event
147,1,View,seeded View action,/inventory,10.20.52.194,2025-10-16 10:17:17,seed_1_3_8530_0014,SeedAgent/1.0,NULL,0,ui_event
148,1,Click,seeded Click action,/dashboard,10.20.104.148,2025-10-16 12:30:31,seed_1_3_8530_0015,SeedAgent/1.0,NULL,0,ui_event
149,1,Export,seeded Export action,/export/inventory,10.20.217.92,2025-10-16 01:11:40,seed_1_3_8530_0016,SeedAgent/1.0,NULL,0,ui_event
150,1,Click,seeded Click action,/dashboard,10.20.161.191,2025-10-16 20:32:04,seed_1_3_8530_0017,SeedAgent/1.0,NULL,0,ui_event
151,1,View,seeded View action,/inventory,10.20.74.52,2025-10-16 10:36:06,seed_1_3_8530_0018,SeedAgent/1.0,NULL,0,ui_event
152,1,LoginFail,seeded LoginFail action,/api/auth/login,10.20.129.14,2025-10-16 05:06:28,seed_1_3_8530_0019,SeedAgent/1.0,NULL,0,ui_event
153,1,Export,seeded Export action,/export/inventory,10.20.13.149,2025-10-16 05:15:15,seed_1_3_8530_0020,SeedAgent/1.0,NULL,0,ui_event
154,1,View,seeded View action,/inventory,10.20.104.148,2025-10-16 20:29:10,seed_1_3_8530_0021,SeedAgent/1.0,NULL,0,ui_event
155,1,Export,seeded Export action,/export/inventory,10.20.218.95,2025-10-16 01:12:17,seed_1_3_8530_0022,SeedAgent/1.0,NULL,0,ui_event
156,1,Click,seeded Click action,/dashboard,10.20.151.222,2025-10-16 01:53:06,seed_1_3_8530_0023,SeedAgent/1.0,NULL,0,ui_event
157,1,Export,seeded Export action,/export/inventory,10.20.45.77,2025-10-16 21:02:02,seed_1_3_8530_0024,SeedAgent/1.0,NULL,0,ui_event
158,1,Login,seeded Login action,/api/auth/login,10.20.29.204,2025-10-16 06:00:51,seed_1_3_8530_0025,SeedAgent/1.0,NULL,0,ui_event
159,1,View,seeded View action,/inventory,10.20.27.160,2025-10-16 23:10:55,seed_1_3_8530_0026,SeedAgent/1.0,NULL,0,ui_event
160,1,Login,seeded Login action,/api/auth/login,10.20.13.58,2025-10-16 00:19:55,seed_1_3_8530_0027,SeedAgent/1.0,NULL,0,ui_event
161,1,Login,seeded Login action,/api/auth/login,10.20.93.102,2025-10-16 12:08:59,seed_1_3_8530_0028,SeedAgent/1.0,NULL,0,ui_event
162,1,View,seeded View action,/inventory,10.20.176.25,2025-10-16 12:32:54,seed_1_3_8530_0029,SeedAgent/1.0,NULL,0,ui_event
163,1,Export,seeded Export action,/export/inventory,10.20.144.15,2025-10-15 07:37:52,seed_1_4_3306_0000,SeedAgent/1.0,NULL,0,ui_event
164,1,Navigate,seeded Navigate action,/dashboard,10.20.86.156,2025-10-15 09:08:47,seed_1_4_3306_0001,SeedAgent/1.0,NULL,0,ui_event
165,1,LoginFail,seeded LoginFail action,/api/auth/login,10.20.65.113,2025-10-15 23:10:26,seed_1_4_3306_0002,SeedAgent/1.0,NULL,0,ui_event
166,1,Navigate,seeded Navigate action,/dashboard,10.20.235.223,2025-10-15 07:50:08,seed_1_4_3306_0003,SeedAgent/1.0,NULL,0,ui_event
167,1,Export,seeded Export action,/export/inventory,10.20.172.67,2025-10-15 18:31:49,seed_1_4_3306_0004,SeedAgent/1.0,NULL,0,ui_event
168,1,Click,seeded Click action,/dashboard,10.20.46.193,2025-10-15 09:15:55,seed_1_4_3306_0005,SeedAgent/1.0,NULL,0,ui_event
169,1,Navigate,seeded Navigate action,/dashboard,10.20.2.99,2025-10-15 21:04:37,seed_1_4_3306_0006,SeedAgent/1.0,NULL,0,ui_event
170,1,Login,seeded Login action,/api/auth/login,10.20.156.97,2025-10-15 22:54:03,seed_1_4_3306_0007,SeedAgent/1.0,NULL,0,ui_event
171,1,Login,seeded Login action,/api/auth/login,10.20.133.74,2025-10-15 03:45:53,seed_1_4_3306_0008,SeedAgent/1.0,NULL,0,ui_event
172,1,Edit,seeded Edit action,/inventory,10.20.217.235,2025-10-15 12:21:51,seed_1_4_3306_0009,SeedAgent/1.0,NULL,0,ui_event
173,1,LoginFail,seeded LoginFail action,/api/auth/login,10.20.104.43,2025-10-15 00:00:50,seed_1_4_3306_0010,SeedAgent/1.0,NULL,0,ui_event
174,1,Export,seeded Export action,/export/inventory,10.20.129.71,2025-10-15 11:17:45,seed_1_4_3306_0011,SeedAgent/1.0,NULL,0,ui_event
175,1,Edit,seeded Edit action,/inventory,10.20.94.190,2025-10-15 09:25:16,seed_1_4_3306_0012,SeedAgent/1.0,NULL,0,ui_event
176,1,Export,seeded Export action,/export/inventory,10.20.62.177,2025-10-15 12:28:00,seed_1_4_3306_0013,SeedAgent/1.0,NULL,0,ui_event
177,1,View,seeded View action,/inventory,10.20.30.119,2025-10-15 09:02:10,seed_1_4_3306_0014,SeedAgent/1.0,NULL,0,ui_event
178,1,LoginFail,seeded LoginFail action,/api/auth/login,10.20.239.189,2025-10-15 01:36:14,seed_1_4_3306_0015,SeedAgent/1.0,NULL,0,ui_event
179,1,View,seeded View action,/inventory,10.20.62.4,2025-10-15 10:16:42,seed_1_4_3306_0016,SeedAgent/1.0,NULL,0,ui_event
180,1,Click,seeded Click action,/dashboard,10.20.116.234,2025-10-15 11:32:15,seed_1_4_3306_0017,SeedAgent/1.0,NULL,0,ui_event
181,1,Navigate,seeded Navigate action,/dashboard,10.20.175.11,2025-10-15 04:49:48,seed_1_4_3306_0018,SeedAgent/1.0,NULL,0,ui_event
182,1,Login,seeded Login action,/api/auth/login,10.20.77.79,2025-10-15 02:13:23,seed_1_4_3306_0019,SeedAgent/1.0,NULL,0,ui_event
183,1,Export,seeded Export action,/export/inventory,10.20.65.229,2025-10-15 11:17:50,seed_1_4_3306_0020,SeedAgent/1.0,NULL,0,ui_event
184,1,View,seeded View action,/inventory,10.20.212.132,2025-10-15 22:57:13,seed_1_4_3306_0021,SeedAgent/1.0,NULL,0,ui_event
185,1,LoginFail,seeded LoginFail action,/api/auth/login,10.20.57.106,2025-10-15 22:00:50,seed_1_4_3306_0022,SeedAgent/1.0,NULL,0,ui_event
186,1,Navigate,seeded Navigate action,/dashboard,10.20.61.199,2025-10-15 03:33:07,seed_1_4_3306_0023,SeedAgent/1.0,NULL,0,ui_event
187,1,Click,seeded Click action,/dashboard,10.20.37.93,2025-10-15 11:12:21,seed_1_4_3306_0024,SeedAgent/1.0,NULL,0,ui_event
188,1,Navigate,seeded Navigate action,/dashboard,10.20.99.142,2025-10-15 03:53:37,seed_1_4_3306_0025,SeedAgent/1.0,NULL,0,ui_event
189,1,View,seeded View action,/inventory,10.20.32.102,2025-10-14 09:58:19,seed_1_5_8295_0000,SeedAgent/1.0,NULL,0,ui_event
190,1,Export,seeded Export action,/export/inventory,10.20.176.121,2025-10-14 09:17:36,seed_1_5_8295_0001,SeedAgent/1.0,NULL,0,ui_event
191,1,Click,seeded Click action,/dashboard,10.20.191.120,2025-10-14 03:52:42,seed_1_5_8295_0002,SeedAgent/1.0,NULL,0,ui_event
192,1,LoginFail,seeded LoginFail action,/api/auth/login,10.20.237.179,2025-10-14 01:35:12,seed_1_5_8295_0003,SeedAgent/1.0,NULL,0,ui_event
193,1,Export,seeded Export action,/export/inventory,10.20.154.107,2025-10-14 14:06:14,seed_1_5_8295_0004,SeedAgent/1.0,NULL,0,ui_event
194,1,Click,seeded Click action,/dashboard,10.20.32.7,2025-10-14 05:07:36,seed_1_5_8295_0005,SeedAgent/1.0,NULL,0,ui_event
195,1,Export,seeded Export action,/export/inventory,10.20.22.109,2025-10-14 16:05:16,seed_1_5_8295_0006,SeedAgent/1.0,NULL,0,ui_event
196,1,View,seeded View action,/inventory,10.20.26.164,2025-10-14 14:52:58,seed_1_5_8295_0007,SeedAgent/1.0,NULL,0,ui_event
197,1,Login,seeded Login action,/api/auth/login,10.20.181.134,2025-10-14 09:44:21,seed_1_5_8295_0008,SeedAgent/1.0,NULL,0,ui_event
198,1,Navigate,seeded Navigate action,/dashboard,10.20.53.54,2025-10-14 23:03:34,seed_1_5_8295_0009,SeedAgent/1.0,NULL,0,ui_event
199,1,Navigate,seeded Navigate action,/dashboard,10.20.4.5,2025-10-14 16:31:02,seed_1_5_8295_0010,SeedAgent/1.0,NULL,0,ui_event
200,1,Login,seeded Login action,/api/auth/login,10.20.237.58,2025-10-14 05:36:54,seed_1_5_8295_0011,SeedAgent/1.0,NULL,0,ui_event
201,1,Click,seeded Click action,/dashboard,10.20.186.89,2025-10-14 12:04:21,seed_1_5_8295_0012,SeedAgent/1.0,NULL,0,ui_event
202,1,Navigate,seeded Navigate action,/dashboard,10.20.73.185,2025-10-14 14:04:22,seed_1_5_8295_0013,SeedAgent/1.0,NULL,0,ui_event
203,1,View,seeded View action,/inventory,10.20.21.74,2025-10-14 09:09:38,seed_1_5_8295_0014,SeedAgent/1.0,NULL,0,ui_event
204,1,Click,seeded Click action,/dashboard,10.20.76.74,2025-10-14 10:12:57,seed_1_5_8295_0015,SeedAgent/1.0,NULL,0,ui_event
205,1,Export,seeded Export action,/export/inventory,10.20.148.200,2025-10-14 02:04:16,seed_1_5_8295_0016,SeedAgent/1.0,NULL,0,ui_event
206,1,Click,seeded Click action,/dashboard,10.20.151.188,2025-10-14 02:55:32,seed_1_5_8295_0017,SeedAgent/1.0,NULL,0,ui_event
207,1,Login,seeded Login action,/api/auth/login,10.20.2.138,2025-10-14 19:45:36,seed_1_5_8295_0018,SeedAgent/1.0,NULL,0,ui_event
208,1,Edit,seeded Edit action,/inventory,10.20.24.221,2025-10-14 12:45:54,seed_1_5_8295_0019,SeedAgent/1.0,NULL,0,ui_event
209,1,Click,seeded Click action,/dashboard,10.20.195.201,2025-10-14 17:51:59,seed_1_5_8295_0020,SeedAgent/1.0,NULL,0,ui_event
210,1,Export,seeded Export action,/export/inventory,10.20.6.87,2025-10-14 06:13:19,seed_1_5_8295_0021,SeedAgent/1.0,NULL,0,ui_event
211,1,Export,seeded Export action,/export/inventory,10.20.214.140,2025-10-14 15:00:20,seed_1_5_8295_0022,SeedAgent/1.0,NULL,0,ui_event
212,1,Click,seeded Click action,/dashboard,10.20.133.100,2025-10-14 10:57:05,seed_1_5_8295_0023,SeedAgent/1.0,NULL,0,ui_event
213,1,Navigate,seeded Navigate action,/dashboard,10.20.17.179,2025-10-14 20:52:32,seed_1_5_8295_0024,SeedAgent/1.0,NULL,0,ui_event
214,1,Navigate,seeded Navigate action,/dashboard,10.20.86.151,2025-10-14 09:18:05,seed_1_5_8295_0025,SeedAgent/1.0,NULL,0,ui_event
